id,value
"","239"
"CA 93923","1"
"NY","10"
"GA","1"
"CA 94305","1"
"CA","47"
"NC 28470","1"
"CA 92283","1"
"VA","1"
"MI","4"
"OH","3"
"FL","3"
"WA 98584","1"
"MD","3"
"MA","8"
"CA 90026","1"
"SC","1"
"AR","1"
"UT","1"
"IL","7"
"IN","1"
"WV","1"
"DC","4"
"AZ","1"
"KS","1"
"OR","3"
"NH","1"
"WA","8"
"NM","2"
"TX","2"
"MN 55057","1"
"PA","1"
