id,value
"HKG","1"
"IND","1"
"ZAF","1"
"GRC","1"
"ROU","2"
"UK","7"
"FRA","1"
"ISL","2"
"EGY","1"
"GBR","1"
"TUR","2"
"POL","1"
"DNK","1"
"USA","26"
"NOR","1"
"DEU","6"
"SWE","1"
"CZE","1"
"RUS","2"
"ITA","1"
"BRA","2"
"CAN","3"
"BEL","1"
"ESP","1"
