id,value
"VT","1"
"","383"
"HI","1"
"NY","15"
"GA","5"
"TN","1"
"CA","48"
"VA","5"
"MI","4"
"OH","3"
"ID","2"
"FL","4"
"MD","5"
"MA","13"
"SD","1"
"AR","2"
"UT","2"
"IL","7"
"IN","1"
"IL 61822","1"
"CT","1"
"NY 13760","1"
"MN","3"
"DC","4"
"IN 46120","1"
"AZ","2"
"WI","6"
"MO","3"
"OH 43031","1"
"WA","11"
"MI 48706","1"
"NJ","1"
"California 93111","1"
"WA 98368","1"
"AL","1"
"TX","9"
"CO","5"
"PA","5"
"NC","1"
"NE","1"
