id,value
"IND","5"
"AUS","1"
"ISR","1"
"UK","7"
"Europe","1"
"FRA","4"
"MAR","1"
"NLD","1"
"SGP","2"
"IRL","1"
"TWN","2"
"TUR","2"
"POL","3"
"USA","20"
"DEU","7"
"AUT","2"
"RUS","2"
"ITA","2"
"CHN","4"
"BRA","1"
"CAN","5"
"UKR","1"
"ESP","2"
