id,value
"","163"
"VT","1"
"NY","12"
"GA","2"
"TN","1"
"CA 95035","1"
"CA","22"
"CA 90631","1"
"VA","1"
"NM 87829","1"
"MI","1"
"FL 33612","1"
"FL","2"
"IA","2"
"MA","8"
"UT","2"
"IL","3"
"WI","4"
"AZ","1"
"KS","1"
"MO 63862","1"
"MT","1"
"WA","3"
"NJ","1"
"UT 84032","1"
"NM","1"
"AL","1"
"TX","7"
"CO","2"
"PA","3"
