id,value
"","88"
"UT","1"
"IL","4"
"NY","4"
"CT","1"
"AZ","1"
"CA","13"
"MO","1"
"OR","2"
"NH","1"
"VA","2"
"UT 84032","1"
"MI","3"
"OH","2"
"TX","4"
"AL","1"
"CO","3"
"FL","2"
"NC","2"
"MA","2"
