id,value
"RI","1"
"","586"
"NY","25"
"GA","8"
"TN","1"
"CA 95035","1"
"CA","99"
"OK","1"
"VA","5"
"MI","3"
"ID","1"
"FL 33612","1"
"FL","1"
"MD","5"
"MA","19"
"SC","2"
"TX 79031","3"
"AR","1"
"UT","3"
"IL","10"
"IN","3"
"CT","1"
"MN","2"
"DC","13"
"WA 99349","1"
"WI","4"
"AZ","4"
"MO","5"
"OH 43031","1"
"MT","1"
"OR","2"
"MS","1"
"LA","1"
"WA","10"
"NJ","8"
"NV 89032","1"
"TX","10"
"CO","7"
"PA","6"
"NC","6"
